GDG,question_id,included_article_id,included_postfulltext,included_reference,same_study_diff_article,notes,author_1_extract,year_pub_extract,author_year_format,included_article_doi,included_article_pmid,oa_id,ss_id,title_if_unavailable,title,pmid_sent,doi_sent
4.0,4.6,925,26.0,"Ganie MA, Khurana ML, Eunice M, Gupta N, Gulati M, Dwivedi SN, Ammini AC. Comparison of efficacy of spironolactone with metformin in the management of polycystic ovary syndrome: an open-labeled study. J Clin Endocrinol Metab 2004;89(6):2756-62. doi: 10.1210/jc.2003-031780.",primary_citation,,Ganie MA,2004,"Ganie MA et al., 2004",10.1210/jc.2003-031780,,,,,Comparison of Efficacy of Spironolactone with Metformin in the Management of Polycystic Ovary Syndrome: An Open-Labeled Study,pmid:15181054,10.1210/jc.2003-031780
4.0,4.6,926,26.0,"Ganie MA, Khurana ML, Nisar S, Shah PA, Shah ZA, Kulshrestha B, Gupta N, Zargar MA, Wani TA, Mudasir S, et al. Improved efficacy of low-dose spironolactone and metformin combination than either drug alone in the management of women with polycystic ovary syndrome (PCOS): a six-month, open-label randomized study. J Clin Endocrinol Metab 2013;98(9):3599-607. doi: 10.1210/jc.2013-1040.",primary_citation,,Ganie MA,2013,"Ganie MA et al., 2013",10.1210/jc.2013-1040,,,,,"Improved Efficacy of Low-Dose Spironolactone and Metformin Combination Than Either Drug Alone in the Management of Women With Polycystic Ovary Syndrome (PCOS): A Six-Month, Open-Label Randomized Study",pmid:23846820,10.1210/jc.2013-1040
4.0,4.6,927,26.0,"Hagag P, Steinschneider M, Weiss M. Role of the combination spironolactone-norgestimate-estrogen in Hirsute women with polycystic ovary syndrome. J Reprod Med 2014;59(9-10):455-63.",primary_citation,,Hagag P,2014,"Hagag P et al., 2014",,25330687.0,W214894366,22317157.0,,Role of the combination spironolactone-norgestimate-estrogen in Hirsute women with polycystic ovary syndrome.,pmid:25330687,
4.0,4.6,928,26.0,"Ibanez L, de Zegher F. Ethinylestradiol-drospirenone, flutamide-metformin, or both for adolescents and women with hyperinsulinemic hyperandrogenism: opposite effects on adipocytokines and body adiposity. J Clin Endocrinol Metab 2004;89(4):1592-7. doi: 10.1210/jc.2003-031281.",primary_citation,,Ibanez L,2004,"Ibanez L et al., 2004",10.1210/jc.2003-031281,,,,,"Ethinylestradiol-Drospirenone, Flutamide-Metformin, or Both for Adolescents and Women with Hyperinsulinemic Hyperandrogenism: Opposite Effects on Adipocytokines and Body Adiposity",pmid:15070917,10.1210/jc.2003-031281
4.0,4.6,929,26.0,"Ibáñez L, del Río L, Díaz M, Sebastiani G, Pozo ÓJ, López-Bermejo A, de Zegher F. Normalizing Ovulation Rate by Preferential Reduction of Hepato-Visceral Fat in Adolescent Girls With Polycystic Ovary Syndrome. J Adolesc Health 2017;61(4):446-53. doi: 10.1016/j.jadohealth.2017.04.010.",primary_citation,,Ibáñez L,2017,"Ibáñez L et al., 2017",10.1016/j.jadohealth.2017.04.010,,,,,Normalizing Ovulation Rate by Preferential Reduction of Hepato-Visceral Fat in Adolescent Girls With Polycystic Ovary Syndrome,pmid:28712591,10.1016/j.jadohealth.2017.04.010
4.0,4.6,930,26.0,"Ibanez L, Diaz M, Garcia-Beltran C, Malpique R, Garde E, Lopez-Bermejo A, de Zegher F. Toward a Treatment Normalizing Ovulation Rate in Adolescent Girls With Polycystic Ovary Syndrome. J Endocr Soc 2020;4(5):bvaa032. doi: 10.1210/jendso/bvaa032.",primary_citation,,Ibanez L,2020,"Ibanez L et al., 2020",10.1210/jendso/bvaa032,,,,,Toward a Treatment Normalizing Ovulation Rate in Adolescent Girls With Polycystic Ovary Syndrome,pmid:32342022,10.1210/jendso/bvaa032
4.0,4.6,931,26.0,"Malpique R, Sanchez-Infantes D, Garcia-Beltran C, Taxeras SD, Lopez-Bermejo A, de Zegher F, Ibanez L. Towards a circulating marker of hepato-visceral fat excess: S100A4 in adolescent girls with polycystic ovary syndrome - Evidence from randomized clinical trials. Pediatr Obes 2019;14(5):e12500. doi: 10.1111/ijpo.12500.",primary_citation,,Malpique R,2019,"Malpique R et al., 2019",10.1111/ijpo.12500,,,,,Towards a circulating marker of hepato‐visceral fat excess: S100A4 in adolescent girls with polycystic ovary syndrome — Evidence from randomized clinical trials,pmid:30653851,10.1111/ijpo.12500
4.0,4.6,932,26.0,"Mazza A, Fruci B, Guzzi P, D'Orrico B, Malaguarnera R, Veltri P, Fava A, Belfiore A. In PCOS patients the addition of low-dose spironolactone induces a more marked reduction of clinical and biochemical hyperandrogenism than metformin alone. Nutr Metab Cardiovasc Dis 2014;24(2):132-9. doi: 10.1016/j.numecd.2013.04.016.",primary_citation,,Mazza A,2014,"Mazza A et al., 2014",10.1016/j.numecd.2013.04.016,,,,,In PCOS patients the addition of low-dose spironolactone induces a more marked reduction of clinical and biochemical hyperandrogenism than metformin alone,pmid:23845740,10.1016/j.numecd.2013.04.016
4.0,4.6,933,26.0,"Mehrabian F, Ghasemi-Tehrani H, Mohamadkhani M, Moeinoddini M, Karimzadeh P. Comparison of the effects of metformin, flutamide plus oral contraceptives, and simvastatin on the metabolic consequences of polycystic ovary syndrome. J Res Med Sci 2016;21:7. doi: 10.4103/1735-1995.177354.",primary_citation,,Mehrabian F,2016,"Mehrabian F et al., 2016",10.4103/1735-1995.177354,,,,,"Comparison of the effects of metformin, flutamide plus oral contraceptives, and simvastatin on the metabolic consequences of polycystic ovary syndrome",pmid:27904553,10.4103/1735-1995.177354
4.0,4.6,934,26.0,"Meyer C, McGrath BP, Teede HJ. Effects of medical therapy on insulin resistance and the cardiovascular system in polycystic ovary syndrome. Diabetes Care 2007;30(3):471-8. doi: 10.2337/dc06-0618.",primary_citation,,Meyer C,2007,"Meyer C et al., 2007",10.2337/dc06-0618,,,,,Effects of Medical Therapy on Insulin Resistance and the Cardiovascular System in Polycystic Ovary Syndrome,pmid:17327307,10.2337/dc06-0618
4.0,4.6,935,26.0,"Moretti C, Guccione L, Di Giacinto P, Simonelli I, Exacoustos C, Toscano V, Motta C, De Leo V, Petraglia F, Lenzi A. Combined Oral Contraception and Bicalutamide in Polycystic Ovary Syndrome and Severe Hirsutism: A Double-Blind Randomized Controlled Trial. J Clin Endocrinol Metab 2018;103(3):824-38. doi: 10.1210/jc.2017-01186.",primary_citation,,Moretti C,2018,"Moretti C et al., 2018",10.1210/jc.2017-01186,,,,,Combined Oral Contraception and Bicalutamide in Polycystic Ovary Syndrome and Severe Hirsutism: A Double-Blind Randomized Controlled Trial,pmid:29211888,10.1210/jc.2017-01186
4.0,4.6,936,26.0,"Spritzer PM, Lisboa KO, Mattiello S, Lhullier F. Spironolactone as a single agent for long-term therapy of hirsute patients. Clin Endocrinol (Oxf) 2000;52(5):587-94. doi: 10.1046/j.1365-2265.2000.00982.x.",primary_citation,,Spritzer PM,2000,"Spritzer PM et al., 2000",10.1046/j.1365-2265.2000.00982.x,,,,,Spironolactone as a single agent for long‐term therapy of hirsute patients,pmid:10792338,10.1046/j.1365-2265.2000.00982.x
4.0,4.6,937,26.0,"Tartagni M, Schonauer LM, De Salvia MA, Cicinelli E, De Pergola G, D'Addario V. Comparison of Diane 35 and Diane 35 plus finasteride in the treatment of hirsutism. Fertil Steril 2000;73(4):718-23. doi: 10.1016/s0015-0282(99)00633-0.",primary_citation,,Tartagni M,2000,"Tartagni M et al., 2000",10.1016/s0015-0282(99)00633-0,,,,,Comparison of Diane 35 and Diane 35 plus finasteride in the treatment of hirsutism,pmid:10731531,10.1016/s0015-0282(99)00633-0
4.0,4.6,938,26.0,"Tartagni MV, Alrasheed H, Damiani GR, Montagnani M, De Salvia MA, De Pergola G, Tartagni M, Loverro G. Intermittent low-dose finasteride administration is effective for treatment of hirsutism in adolescent girls: a pilot study. J Pediatr Adolesc Gynecol 2014;27(3):161-5. doi: 10.1016/j.jpag.2013.09.010.",primary_citation,,Tartagni MV,2014,"Tartagni MV et al., 2014",10.1016/j.jpag.2013.09.010,,,,,Intermittent Low-Dose Finasteride Administration Is Effective for Treatment of Hirsutism in Adolescent Girls: A Pilot Study,pmid:24559619,10.1016/j.jpag.2013.09.010
4.0,4.6,939,26.0,"Tartagni M, Schonauer MM, Cicinelli E, Petruzzelli F, De Pergola G, De Salvia MA, Loverro G. Intermittent low-dose finasteride is as effective as daily administration for the treatment of hirsute women. Fertil Steril 2004;82(3):752-5. doi: 10.1016/j.fertnstert.2004.02.118.",primary_citation,,Tartagni M,2004,"Tartagni M et al., 2004",10.1016/j.fertnstert.2004.02.118,,,,,Intermittent low-dose finasteride is as effective as daily administration for the treatment of hirsute women,pmid:15374729,10.1016/j.fertnstert.2004.02.118
4.0,4.6,940,26.0,"Vieira CS, Martins WP, Fernandes JB, Soares GM, dos Reis RM, de Sa MF, Ferriani RA. The effects of 2 mg chlormadinone acetate/30 mcg ethinylestradiol, alone or combined with spironolactone, on cardiovascular risk markers in women with polycystic ovary syndrome. Contraception 2012;86(3):268-75. doi: 10.1016/j.contraception.2011.12.011.",primary_citation,,Vieira CS,2012,"Vieira CS et al., 2012",10.1016/j.contraception.2011.12.011,,,,,"The effects of 2 mg chlormadinone acetate/30 mcg ethinylestradiol, alone or combined with spironolactone, on cardiovascular risk markers in women with polycystic ovary syndrome",pmid:22464410,10.1016/j.contraception.2011.12.011
4.0,4.7,941,29.0,"Akbari Sene, Azadeh, Azam Tabatabaie, Hossein Nikniaz, Ahad Alizadeh, Kourosh Sheibani, Mona Mortezapour Alisaraie, Maryam Tabatabaie, Mahnaz Ashrafi, and Fatemehsadat Amjadi. 2019. “The Myo-Inositol Effect on the Oocyte Quality and Fertilization Rate among Women with Polycystic Ovary Syndrome Undergoing Assisted Reproductive Technology Cycles: A Randomized Clinical Trial.” Archives of Gynecology & Obstetrics 299 (6): 1701–7. https://doi.org/10.1007/s00404-019-05111-1.
",primary_citation,,Akbari Sene,2019,"Akbari Sene et al., 2019",10.1007/s00404-019-05111-1,,,,,The myo-inositol effect on the oocyte quality and fertilization rate among women with polycystic ovary syndrome undergoing assisted reproductive technology cycles: a randomized clinical trial,pmid:30919036,10.1007/s00404-019-05111-1
4.0,4.7,942,29.0,"Angik, Riju, Shubhada S. Jajoo, C. Hariharan, and Amogh Chimote. 2017. “A Comparative Study of Metabolic and Hormonal Effects of Myoinositol vs. Metformin in Women with Polycystic Ovary Syndrome: A Randomised Controlled Trial.” International Journal of Reproduction, Contraception, Obstetrics and Gynecology; Vol 4, No 1 (2015): January-February 2015. https://www.ijrcog.org/index.php/ijrcog/article/view/1838/1588.
",primary_citation,,Angik,2017,"Angik et al., 2017",10.5455/2320-1770.ijrcog20150234,,,,,A COMPARATIVE STUDY OF METABOLIC AND HORMONAL EFFECTS OF MYOINOSITOL VS METFORMIN IN WOMEN WITH POLYCYSTIC OVARY SYNDROME: A RANDOMISED CONTROLLED TRIAL,,10.5455/2320-1770.ijrcog20150234
4.0,4.7,943,29.0,"Artini, P.G., O.M. Di Berardino, F. Papini, A.D. Genazzani, G. Simi, M. Ruggiero, and V. Cela. 2013. “Endocrine and Clinical Effects of Myo-Inositol Administration in Polycystic Ovary Syndrome. A Randomized Study.” Gynecological Endocrinology 29 (4): 375–79. https://doi.org/10.3109/09513590.2012.743020.
",primary_citation,,Artini,2013,"Artini et al., 2013",10.3109/09513590.2012.743020,,,,,Endocrine and clinical effects of myo-inositol administration in polycystic ovary syndrome. A randomized study,pmid:23336594,10.3109/09513590.2012.743020
4.0,4.7,944,29.0,"Bahadur, Anupama, Hitanshi Arora, Anoosha K Ravi, Manisha Naithani, Yogesh Bahurupi, Jaya Chaturvedi, Megha Ajmani, and Rajlaxmi Mundhra. 2021. “Comparison of Clinical, Metabolic and Hormonal Effects of Metformin Versus Combined Therapy of Metformin With Myoinositol Plus D-Chiro-Inositol in Women With Polycystic Ovary Syndrome (PCOS): A Randomized Controlled Trial.” Cureus 13 (6): e15510. https://doi.org/10.7759/cureus.15510.
",primary_citation,,Bahadur,2021,"Bahadur et al., 2021",10.7759/cureus.15510,,,,,"Comparison of Clinical, Metabolic and Hormonal Effects of Metformin Versus Combined Therapy of Metformin With Myoinositol Plus D-Chiro-Inositol in Women With Polycystic Ovary Syndrome (PCOS): A Randomized Controlled Trial",pmid:34268040,10.7759/cureus.15510
4.0,4.7,945,29.0,"Benelli, E., S. Del Ghianda, C. Di Cosmo, and M. Tonacchera. 2016. “A Combined Therapy with Myo-Inositol and D-Chiro-Inositol Improves Endocrine Parameters and Insulin Resistance in PCOS Young Overweight Women.” International Journal of Endocrinology 2016 ((Benelli E., elena684@interfree.it; Del Ghianda S., scilladg@hotmail.it; Di Cosmo C., katiadicosmo@yahoo.it; Tonacchera M., mtonacchera@hotmail.com) Department of Clinical and Experimental Medicine, Section of Endocrinology, University Hospital of Pisa, V). https://doi.org/10.1155/2016/3204083.
",primary_citation,,Benelli,2016,"Benelli et al., 2016",10.1155/2016/3204083,,,,,A Combined Therapy with Myo-Inositol and D-Chiro-Inositol Improves Endocrine Parameters and Insulin Resistance in PCOS Young Overweight Women,pmid:27493664,10.1155/2016/3204083
4.0,4.7,946,29.0,"Chirania, Kishan, Sujata Misra, and Sandhya Behera. 2017. “A Randomised Clinical Trial Comparing Myoinositol and Metformin in PCOS.” International Journal of Reproduction, Contraception, Obstetrics and Gynecology; Vol 6, No 5 (2017): May 2017DO  - 10.18203/2320-1770.Ijrcog20171563. https://www.ijrcog.org/index.php/ijrcog/article/view/2671.
",primary_citation,,Chirania,2017,"Chirania et al., 2017",10.18203/2320-1770.ijrcog20171563,,,,,A randomised clinical trial comparing myoinositol and metformin in PCOS,,10.18203/2320-1770.ijrcog20171563
4.0,4.7,947,29.0,"Constantino, D., G. Minozzi, F. Minozzi, and C. Guaraldi. 2009. “Metabolic and Hormonal Effects of Myo-Inositol in Women with Polycystic Ovary Syndrome: A Double-Blind Trial.” European Review for Medical and Pharmacological Sciences 13 (2): 105–10.",primary_citation,,Constantino,2009,"Constantino et al., 2009",,19499845.0,W2171177397,8423446.0,,Metabolic and hormonal effects of myo-inositol in women with polycystic ovary syndrome: a double-blind trial.,pmid:19499845,
4.0,4.7,948,29.0,"Donà, G., C. Sabbadin, C. Fiore, M. Bragadin, F.L. Giorgino, E. Ragazzi, G. Clari, L. Bordin, and D. Armanini. 2012. “Inositol Administration Reduces Oxidative Stress in Erythrocytes of Patients with Polycystic Ovary Syndrome.” European Journal of Endocrinology 166 (4): 703–10. https://doi.org/10.1530/EJE-11-0840.
",primary_citation,,Donà,2012,"Donà et al., 2012",10.1530/eje-11-0840,,,,,Inositol administration reduces oxidative stress in erythrocytes of patients with polycystic ovary syndrome,pmid:22223702,10.1530/eje-11-0840
4.0,4.7,949,29.0,"Donne, M.L.E., D. Metro, A. Alibrandi, M. Papa, and S. Benvenga. 2019. “Effects of Three Treatment Modalities (Diet, Myoinositol or Myoinositol Associated with D-Chiro-Inositol) on Clinical and Body Composition Outcomes in Women with Polycystic Ovary Syndrome.” European Review for Medical and Pharmacological Sciences 23 (5): 2293–2301. https://doi.org/10.26355/eurrev_201903_17278.
",primary_citation,,Donne,2019,"Donne et al., 2019",10.26355/eurrev_201903_17278,,,,,"Effects of three treatment modalities (diet, myoinositol or myoinositol associated with D-chiro-inositol) on clinical and body composition outcomes in women with polycystic ovary syndrome.",pmid:30915778,10.26355/eurrev_201903_17278
4.0,4.7,950,29.0,"Emekçi Özay, Ö., A.C. Özay, E. Çağlıyan, R.E. Okyay, and B. Gülekli. 2017. “Myo-Inositol Administration Positively Effects Ovulation Induction and Intrauterine Insemination in Patients with Polycystic Ovary Syndrome: A Prospective, Controlled, Randomized Trial.” Gynecological Endocrinology 33 (7): 524–28. https://doi.org/10.1080/09513590.2017.1296127.
",primary_citation,,Emekçi Özay,2017,"Emekçi Özay et al., 2017",10.1080/09513590.2017.1296127,,,,,"Myo-inositol administration positively effects ovulation induction and intrauterine insemination in patients with polycystic ovary syndrome: a prospective, controlled, randomized trial",pmid:28277112,10.1080/09513590.2017.1296127
4.0,4.7,951,29.0,"Genazzani, A.D., C. Lanzoni, F. Ricchieri, and V.M. Jasonni. 2008. “Myo-Inositol Administration Positively Affects Hyperinsulinemia and Hormonal Parameters in Overweight Patients with Polycystic Ovary Syndrome.” Gynecological Endocrinology 24 (3): 139–44. https://doi.org/10.1080/09513590801893232.
",primary_citation,,Genazzani,2008,"Genazzani et al., 2008",10.1080/09513590801893232,,,,,Myo-inositol administration positively affects hyperinsulinemia and hormonal parameters in overweight patients with polycystic ovary syndrome,pmid:18335328,10.1080/09513590801893232
4.0,4.7,952,29.0,"Iuorno, M.J., D.J. Jakubowicz, J.-P. Baillargeon, P. Dillon, R.D. Gunn, G. Allan, and J.E. Nestler. 2002. “Effects of D-Chiro-Inositol in Lean Women with the Polycystic Ovary Syndrome.” Endocrine Practice 8 (6): 417–23. https://doi.org/10.4158/ep.8.6.417.
",primary_citation,,Iuorno,2002,"Iuorno et al., 2002",10.4158/ep.8.6.417,,,,,Effects of D-Chiro-Inositol in Lean Women with the Polycystic Ovary Syndrome,pmid:15251831,10.4158/ep.8.6.417
4.0,4.7,953,29.0,"Khan, R.B., M. Sarosh, and S. Anwer. 2022. “Role of Myo-Inositol and D-Chiro-Inositol in Improvement of Endocrine and Clinical Parameters in Teenage Girls Affected by PCOS: A Prospective Cohort Study.” Pakistan Journal of Medical and Health Sciences 16 (1): 21–24. https://doi.org/10.53350/pjmhs2216121.
",primary_citation,,Khan,2022,"Khan et al., 2022",10.53350/pjmhs2216121,,,,,Role of Myo-inositol and D-Chiro-Inositol in Improvement of Endocrine and Clinical Parameters in Girls affected by PCOS,,10.53350/pjmhs2216121
